Hs,Hmax,Tz,Tp,Peak Direction,SST
1.495,2.62,5.512,8.883,108.08,23.5
1.515,2.95,5.474,8.196,101.08,23.5
1.311,2.06,5.039,8.354,102.08,23.5
1.429,2.61,5.472,8.544,103.08,23.5
1.408,2.18,5.494,7.632,113.08,23.5
1.381,2.49,5.203,8.695,106.08,23.5
1.402,2.34,5.177,7.933,109.08,23.5
1.367,2.62,5.458,8.125,110.08,23.5
1.312,2.44,5.367,8.191,106.08,23.45
1.421,2.5,5.548,8.554,108.08,23.45
1.342,2.18,5.445,8.849,110.08,23.45
1.382,2.57,5.445,8.8,103.08,23.5
1.234,2.17,5.183,9.358,92.08,23.45
1.342,2.8,5.342,7.55,122.08,23.45
1.349,2.14,5.387,7.838,101.08,23.45
1.366,2.11,5.255,8.202,94.08,23.45
1.436,2.47,5.326,8.812,99.08,23.45
1.423,2.43,5.158,9.11,103.08,23.5
1.392,2.3,5.255,8.208,109.08,23.45
1.4,2.43,5.119,7.913,116.08,23.5
1.395,2.23,5.077,7.867,99.08,23.5
1.339,2,4.881,8.096,103.08,23.55
1.412,2.71,5.007,7.878,105.08,23.55
1.393,2.46,5.222,7.332,99.08,23.5
1.403,2.62,5.005,7.853,102.08,23.5
1.412,2.55,5.13,8.168,99.08,23.85
1.44,2.46,5.216,7.623,106.08,24.05
1.428,2.48,5.167,7.809,101.08,24.1
1.385,2.14,5.133,7.289,108.08,24.1
1.458,2.22,5.327,7.793,102.08,24.05
1.417,2.53,5.393,8.135,101.08,24.05
1.492,2.93,5.161,7.86,106.08,24.2
1.389,2.2,5.171,7.319,101.08,24.25
1.391,2.23,5.371,7.642,106.08,24.45
1.4,2.3,5.519,7.592,113.08,24.6
1.322,2.25,5.469,7.275,115.08,24.65
1.332,2.33,5.497,16.566,103.08,24.6
1.261,2.68,5.877,7.317,110.08,24.55
1.253,2.02,5.804,7.767,109.08,24.7
1.257,2.75,5.809,16.153,112.08,24.7
1.229,1.81,5.642,16.791,113.08,24.7
1.274,1.83,5.991,16.661,109.08,24.7
1.22,1.96,5.913,17.074,115.08,24.65
1.262,2.29,6.214,16.325,108.08,24.7
1.265,2.09,6.353,17.523,106.08,24.7
1.226,1.91,6.024,16.552,109.08,24.7
1.253,2.15,6.364,17.362,112.08,24.7
1.499,2.5,6.475,17.248,112.08,24.65
1.337,2.23,6.424,17.333,110.08,24.65
1.364,2.12,6.016,17.154,106.08,24.6
1.397,2.2,6.08,16.285,108.08,24.6
1.38,2.28,6.041,16.075,106.08,24.55
1.477,2.72,6.423,16.068,108.08,24.55
1.389,2.76,6.307,16.095,109.08,24.55
1.388,2.53,5.879,16.232,110.08,24.5
1.384,2.36,6.237,16.04,108.08,24.5
1.246,2.08,6.285,17.071,109.08,24.45
1.258,1.81,6.864,16.21,110.08,24.45
1.296,1.93,6.496,17.189,108.08,24.45
1.322,2.19,6.209,16.191,112.08,24.4
1.296,2.01,6.323,16.117,110.08,24.4
1.322,2.35,5.681,16.069,110.08,24.4
1.276,2.21,5.631,16.393,112.08,24.4
1.237,1.9,5.806,14.979,115.08,24.4
1.272,1.92,6.046,15.969,113.08,24.4
1.251,2.14,6.109,15.808,116.08,24.4
1.181,1.86,5.755,16.125,110.08,24.4
1.265,2.21,5.755,15.905,115.08,24.45
1.268,2.14,6.107,15.846,116.08,24.45
1.393,2.55,5.978,15.033,113.08,24.65
1.458,2.28,5.98,15.661,115.08,24.65
1.367,2.27,5.326,15.94,115.08,24.65
1.475,2.63,5.539,15.122,110.08,24.95
1.491,2.59,5.492,14.93,110.08,25.05
1.362,2.49,5.298,9.219,115.08,25.05
1.456,2.59,5.469,14.508,112.08,25
1.523,2.57,5.942,14.827,113.08,25
1.604,2.74,5.84,15.487,116.08,25
1.513,2.68,5.375,15.575,109.08,25
1.587,2.86,6.009,14.915,108.08,25.05
1.544,2.39,5.636,14.66,108.08,25
1.489,2.23,5.683,14.055,112.08,25
1.522,2.64,6.141,14.54,116.08,25
1.397,2.26,5.564,14.118,113.08,25
1.428,2.33,5.464,14.796,115.08,25
1.389,2.12,5.672,14.499,115.08,25
1.382,2.52,5.89,9.332,115.08,24.95
1.358,2.66,5.718,14.113,108.08,24.95
1.323,2.2,6.284,14.726,113.08,24.95
1.185,2.18,6.179,14.53,117.08,24.95
1.2,2.12,6.263,14.689,112.08,24.95
1.233,1.98,6.549,14.382,117.08,24.95
1.196,1.88,6.76,14.447,113.08,24.95
1.17,1.92,6.363,9.153,113.08,24.95
1.147,1.73,6.207,13.995,116.08,24.95
1.152,1.73,6.358,14.799,113.08,24.9
1.022,1.61,6.161,14.446,112.08,24.9
1.139,1.81,6.486,14.113,110.08,24.9
1.143,2.07,6.274,14.726,115.08,24.9
1.136,1.89,6.176,14.584,115.08,24.9
1.077,1.73,6.124,7.915,98.08,24.9
1.084,1.82,6.077,13.866,113.08,24.9
1.085,1.72,5.837,9.053,115.08,24.9
1.124,1.79,6.028,8.156,112.08,24.8
1.041,1.71,6.025,9.229,116.08,24.75
1.076,1.81,6.048,8.863,94.08,24.75
1.154,1.85,6.326,14.397,115.08,24.85
1.215,1.9,6.286,14.58,120.08,24.9
1.164,1.76,6.047,13.93,109.08,24.95
1.091,1.82,5.782,13.941,113.08,25
1.129,1.72,5.703,13.921,110.08,25.1
1.064,2.12,5.387,13.888,123.08,25.2
1.072,1.78,5.464,13.86,119.08,25.15
1.058,1.85,5.985,13.976,124.08,25.25
1.061,2.02,5.647,7.857,120.08,25.45
1.053,1.82,5.825,13.889,119.08,25.45
1.102,1.85,5.872,8.16,117.08,25.45
1.107,1.68,5.628,8.126,127.08,25.5
1.039,1.66,5.546,8.499,102.08,25.55
1.089,1.92,5.648,7.587,105.08,25.55
1.07,1.75,5.236,7.992,99.08,25.65
1.116,2.04,5.638,8.22,99.08,25.7
1.029,1.97,5.46,6.793,92.08,25.7
1.112,2.01,5.595,7.899,98.08,25.75
1.096,1.84,5.493,7.827,101.08,25.75
1.095,1.85,5.527,7.572,98.08,25.8
1.07,1.65,5.629,8.218,98.08,25.7
1.12,1.95,5.889,8.166,116.08,25.7
1.074,1.59,5.761,7.558,101.08,25.65
1.056,1.56,5.619,8.164,99.08,25.6
1.036,1.77,5.459,8.121,98.08,25.55
1.047,1.78,5.491,7.836,116.08,25.55
0.973,1.85,5.647,13.716,102.08,25.5
1.045,1.9,5.524,8.146,101.08,25.45
1.015,1.71,5.675,13.855,86.08,25.35
0.997,1.74,5.277,7.579,115.08,25.25
1.058,1.91,5.579,8.162,116.08,25.2
1.077,1.77,5.487,8.413,115.08,25.1
1.057,1.65,5.613,8.109,115.08,25.1
1.015,1.77,5.508,8.326,119.08,25.05
1.067,1.74,5.657,7.843,88.08,25.05
0.996,1.5,5.478,7.927,85.08,25.05
0.974,1.94,5.26,7.86,86.08,25.05
1.009,1.64,5.806,13.187,115.08,25.05
1.017,1.55,5.61,8.348,79.08,25
1.021,1.84,5.341,8.016,77.08,25
1.034,1.77,5.499,7.979,81.08,25
1.007,1.76,5.522,8.502,84.08,25.05
1.042,1.65,5.72,7.282,74.08,25.1
0.983,1.65,5.715,8.406,113.08,25.1
1.017,1.83,5.597,7.589,115.08,25.05
0.98,1.96,5.508,7.93,81.08,25.05
0.97,1.77,5.444,7.846,89.08,25.05
1.052,1.71,6.087,8.041,84.08,25.05
0.978,1.53,5.5,7.579,88.08,25.05
0.995,1.71,5.213,8.138,81.08,25.1
1.014,1.78,5.653,7.501,82.08,25.2
1.001,1.68,5.521,7.027,79.08,25.2
1.02,1.69,5.834,7.943,74.08,25.3
0.983,1.78,5.706,8.196,78.08,25.4
0.963,1.75,5.631,7.877,85.08,25.5
0.957,1.6,5.407,8.19,78.08,25.45
0.995,1.65,5.185,8.036,77.08,25.45
0.997,1.78,5.567,7.889,77.08,25.4
0.989,1.73,5.606,8.243,81.08,25.65
1.031,1.88,5.323,8.497,81.08,25.5
0.991,1.83,5.376,8.195,89.08,25.5
0.917,1.55,4.983,7.529,82.08,25.45
0.939,1.55,4.928,8.137,70.08,25.35
0.974,1.63,5.42,7.591,85.08,25.25
0.997,1.85,5.076,8.164,88.08,25.15
1.011,1.68,5.48,8.11,77.08,25.1
1.082,1.7,5.224,8.057,79.08,25.1
1.016,1.67,5.081,7.838,77.08,25.25
1.036,1.82,5.323,8.529,88.08,25.25
1.052,1.79,4.881,8.524,79.08,25.25
1.068,1.75,4.842,7.877,82.08,25.15
0.961,1.83,4.629,7.833,78.08,25.1
0.934,1.41,5.193,7.553,92.08,25.1
1,1.72,5.596,8.003,110.08,25.05
0.947,1.57,5.243,8.428,82.08,25.05
0.943,1.4,4.941,7.899,78.08,25.05
0.943,1.86,4.886,8.872,89.08,25.05
0.979,1.66,4.726,8.048,78.08,25
0.94,1.57,5.026,8.455,82.08,24.95
0.971,1.57,5.208,8.218,81.08,25
0.955,1.68,4.911,7.294,75.08,25
0.953,1.6,5.104,9.254,86.08,25
0.968,1.52,5.003,8.214,116.08,25.05
0.938,1.59,4.902,7.28,75.08,25.05
0.951,1.7,4.893,8.678,74.08,25.05
0.834,1.32,4.665,7.024,77.08,25.05
0.879,1.41,4.76,8.236,72.08,25.05
0.95,1.64,4.769,8.155,74.08,25.05
0.865,1.63,4.716,8.432,75.08,25
0.849,1.37,4.76,7.903,75.08,24.95
0.83,1.47,4.787,7.039,84.08,24.95
0.903,1.46,4.855,6.788,71.08,25.05
0.9,1.49,4.737,7.241,84.08,25.05
0.897,1.41,4.637,7.944,82.08,25.1
0.895,1.45,4.843,7.795,81.08,25.1
0.879,1.62,4.873,7.898,84.08,25.1
0.944,1.43,5.116,8.423,78.08,25.1
0.959,1.52,4.933,7.796,85.08,25.15
0.921,1.57,4.799,7.957,78.08,25.15
0.899,1.42,4.946,7.291,85.08,25.2
0.941,1.67,4.955,8.166,81.08,25.1
0.95,1.5,4.804,7.897,82.08,25
0.997,1.82,4.69,7.881,85.08,25.1
1.107,2.08,4.815,8.584,78.08,25.15
1.077,2.21,4.615,5.481,77.08,25.2
1.073,1.71,4.895,8.917,77.08,25.2
1.038,1.53,4.601,4.705,82.08,25.45
1.068,1.7,4.742,8.699,81.08,25.35
1.139,1.98,4.765,8.526,81.08,25.35
1.126,2.05,4.667,7.929,78.08,25.3
1.108,1.71,4.747,9.675,81.08,25.25
1.156,1.8,4.925,9.229,78.08,25.25
1.117,1.94,4.573,9.118,85.08,25.25
1.122,1.82,4.801,8.858,78.08,25.3
1.158,1.98,4.702,8.904,85.08,25.3
1.174,2.31,4.849,8.882,79.08,25.25
1.112,1.89,4.737,8.904,82.08,25.25
1.243,2,4.82,8.934,85.08,25.2
1.203,2.07,4.615,5.967,77.08,25.15
1.172,2.06,4.683,8.628,84.08,25.15
1.235,1.91,4.801,8.883,84.08,25.15
1.201,1.89,4.657,5.461,75.08,25.15
1.233,2.07,4.861,5.064,89.08,25.15
1.214,1.94,4.96,5.736,77.08,25.15
1.268,2.3,4.79,9.29,77.08,25.05
1.382,2.36,4.959,5.768,86.08,24.85
1.368,2.14,4.692,5.964,85.08,24.65
1.495,2.53,4.661,6.15,86.08,24.65
1.404,2.21,4.852,4.829,88.08,24.6
1.343,2.11,5.338,8.238,84.08,24.45
1.479,2.52,4.728,5.964,79.08,24.5
1.648,2.5,4.911,5.491,84.08,24.75
1.444,2.46,4.87,6.315,77.08,25
1.594,2.29,4.898,5.346,79.08,25
1.51,2.38,4.884,6.173,75.08,24.9
1.367,2.76,5.6,6.36,75.08,24.7
1.442,2.35,5.71,5.797,82.08,24.55
1.475,2.69,5.954,6.24,67.08,24.45
1.522,2.59,5.741,6.796,68.08,24.6
1.914,3.07,5.676,7.009,71.08,24.7
1.889,3.15,5.582,6.964,67.08,24.65
1.816,2.98,5.741,7.219,71.08,24.5
1.82,3.44,5.615,7.258,67.08,24.45
1.809,2.76,5.649,6.629,65.08,24.45
1.707,2.55,5.628,7.127,71.08,24.5
1.704,3.13,5.487,6.233,77.08,24.6
1.637,2.96,5.335,6.267,74.08,24.55
1.675,2.47,5.721,6.781,68.08,24.55
1.568,3.3,5.49,6.768,65.08,24.55
1.612,2.91,5.49,6.126,67.08,24.6
1.578,2.48,5.478,7.023,72.08,24.6
1.583,2.79,5.575,7.552,68.08,24.65
1.546,2.94,5.458,7.204,78.08,24.6
1.587,2.49,5.693,6.662,64.08,24.65
1.552,2.91,5.537,6.814,75.08,24.7
1.424,2.32,5.62,6.815,75.08,24.75
1.492,2.45,5.635,7.368,71.08,24.8
1.45,2.97,5.873,6.905,72.08,24.8
1.413,2.92,5.691,7.298,74.08,24.85
1.387,2.31,5.838,7.302,74.08,24.9
1.398,2.62,5.896,7.324,81.08,24.95
1.618,2.64,5.963,7.637,81.08,24.9
1.531,3.07,5.507,7.517,78.08,24.95
1.528,2.87,5.523,7.618,84.08,24.85
1.471,2.42,5.525,7.206,82.08,24.85
1.55,2.73,5.454,7.261,78.08,24.9
1.532,2.47,5.659,7.536,84.08,24.9
1.546,2.43,5.557,7.333,79.08,24.9
1.559,2.54,5.724,7.241,79.08,24.9
1.581,2.7,5.301,7.056,78.08,24.9
1.433,2.8,5.318,7.358,79.08,24.9
1.46,2.36,5.324,8.221,79.08,24.95
1.384,2.69,5.324,8.162,70.08,25
1.463,2.32,5.537,7.013,84.08,25
1.43,2.48,5.38,6.991,75.08,25.05
1.359,2.4,5.367,7.282,74.08,25.1
1.448,2.32,5.618,7.057,82.08,25.05
1.302,2.12,5.692,7.035,77.08,25.05
1.257,2.04,5.387,7.255,81.08,25.05
1.263,2.3,5.786,6.805,77.08,25
1.406,2.11,5.84,6.953,77.08,24.8
1.274,2.04,5.673,7.371,79.08,24.85
1.428,2.32,6.116,7.524,81.08,24.85
1.478,2.42,6.041,7.892,77.08,24.8
1.356,2.17,5.596,7.059,79.08,24.8
1.544,2.53,5.871,7.466,75.08,24.8
1.445,2.44,6.019,8.117,72.08,24.75
1.519,2.55,6.081,7.575,71.08,24.85
1.532,2.48,6.201,7.826,75.08,24.75
1.534,2.54,6.015,7.617,78.08,24.8
1.547,2.61,6.095,8.097,74.08,24.85
1.535,2.93,6.129,7.683,78.08,24.9
1.476,2.44,6.014,7.758,78.08,24.95
1.519,2.62,6.137,7.542,85.08,25.15
1.574,2.55,6.271,7.547,77.08,25.2
1.521,2.43,6.331,8.227,79.08,25.45
1.455,2.39,6.125,8.729,89.08,25.45
1.472,2.64,6.237,8.17,85.08,25.65
1.556,2.6,6.463,8.864,86.08,25.75
1.52,2.39,6.439,7.587,91.08,25.65
1.385,2.72,6.087,8.142,86.08,25.55
1.453,2.82,6.184,8.262,95.08,25.65
1.499,2.95,5.841,7.585,85.08,25.7
1.389,2.19,5.602,8.085,86.08,25.6
1.365,2.32,5.238,8.164,91.08,25.8
1.444,2.52,5.681,8.173,96.08,25.7
1.486,2.66,5.864,8.181,94.08,25.7
1.555,2.72,5.853,8.146,91.08,25.7
1.488,2.68,5.698,7.873,95.08,25.8
1.383,2.7,5.84,8.122,98.08,25.9
1.383,2.41,5.615,9.603,92.08,25.95
1.364,2.4,5.309,7.784,102.08,25.9
1.402,2.24,5.703,8.789,98.08,25.85
1.491,2.09,6.227,9.341,108.08,25.8
1.451,2.33,5.767,9.159,102.08,25.75
1.432,2.69,5.622,8.195,103.08,25.75
1.431,2.42,5.98,8.786,105.08,25.75
1.338,2.47,5.603,7.849,105.08,25.7
1.337,2.09,5.854,8.459,96.08,25.6
1.353,2.3,6.153,9.293,103.08,25.55
1.428,2.28,5.896,7.764,102.08,25.45
1.439,2.4,5.686,8.464,94.08,25.4
1.434,2.65,5.542,8.483,105.08,25.35
1.405,2.4,5.251,7.543,102.08,25.3
1.551,2.41,5.527,9.196,102.08,25.25
1.457,2.48,5.191,8.526,106.08,25.1
1.549,2.42,5.278,8.551,101.08,24.95
1.587,2.46,5.448,9.315,101.08,24.6
1.531,2.37,5.239,8.845,102.08,24.5
1.513,2.95,5.157,9.426,106.08,24.45
1.457,2.9,5.095,9.264,106.08,24.45
1.531,2.67,5.564,8.762,102.08,24.45
1.62,2.56,5.665,8.984,101.08,24.25
1.645,3.17,5.99,8.11,99.08,24.05
1.438,2.06,5.866,7.874,99.08,23.65
1.449,2.51,5.66,8.84,102.08,23.25
1.473,2.27,5.98,8.843,99.08,23
1.538,2.45,5.894,9.312,105.08,23.4
1.388,2.15,5.99,9.287,102.08,23.7
1.398,2.4,6.387,9.281,99.08,23.5
1.472,2.34,6.303,8.284,101.08,23.45
1.515,2.17,6.344,9.709,96.08,23.35
1.418,2.46,6.235,8.931,102.08,23.2
1.493,2.32,6.423,8.758,102.08,23.1
1.381,2.12,6.024,8.801,99.08,22.95
1.526,2.22,6.21,8.928,99.08,22.35
1.45,2.74,6.205,9.078,102.08,21.85
1.455,2.43,6.366,9.169,108.08,21.5
1.387,2.03,5.889,9.165,105.08,21.45
1.444,2.56,5.494,8.622,103.08,21.45
1.337,2.15,5.094,8.916,105.08,21.85
1.293,2.34,5.027,8.955,105.08,22.35
1.381,2.31,5.315,8.516,103.08,22.65
1.341,2.16,5.047,9.406,102.08,21.95
1.383,2.16,5.122,8.421,89.08,21.95
1.36,2.37,4.828,9.302,103.08,22
1.441,2.57,5.482,8.523,102.08,22.05
1.374,2.24,5.691,9.105,102.08,22.25
1.323,1.99,6.049,10.166,102.08,23.15
1.292,2.11,5.902,9.779,96.08,23.05
1.296,2.58,6.13,8.837,96.08,22.7
1.281,2.16,5.864,9.375,96.08,22.55
1.338,2.39,5.927,9.707,96.08,21.9
1.433,2.53,5.985,9.351,94.08,21.75
1.269,2.18,5.725,9.255,98.08,21.65
1.363,1.99,6.296,9.487,96.08,21.55
1.273,2.93,5.725,9.272,96.08,21.3
1.35,2.07,5.645,9.317,88.08,21.35
1.307,2.19,6.045,8.972,98.08,21.25
1.354,2.14,6.036,9.013,95.08,20.9
1.376,2.35,6.061,9.009,95.08,21.05
1.415,2.08,6.569,8.484,92.08,21.1
1.238,1.88,6.014,8.957,92.08,21.05
1.283,2.1,6.07,8.898,94.08,21.1
1.25,1.99,5.987,8.92,88.08,20.95
1.391,2.15,6.279,8.98,89.08,20.85
1.306,2.16,6.024,9.011,95.08,20.75
1.217,2.15,5.815,8.87,96.08,20.65
1.22,2.27,5.62,8.177,96.08,20.65
1.261,1.99,5.834,8.878,89.08,20.8
1.201,1.93,5.628,7.253,91.08,20.95
1.331,2.21,6.01,8.336,84.08,20.95
1.217,1.93,5.628,8.45,92.08,20.95
1.263,1.98,5.914,8.908,92.08,20.8
1.223,2,5.697,9.006,98.08,20.75
1.23,1.86,5.736,9.178,91.08,20.65
1.198,2.04,5.549,8.048,94.08,20.55
1.254,2.33,5.945,8.504,88.08,20.55
1.183,2.21,5.594,9.667,92.08,20.65
1.246,2.17,5.963,8.818,94.08,20.75
1.182,1.8,5.851,8.217,94.08,21.15
1.138,2.04,5.769,8.875,96.08,21.25
1.252,1.74,6.226,9.294,86.08,21.15
1.197,1.9,5.913,9.234,89.08,21.05
1.139,2.16,5.912,9.58,91.08,21.05
1.226,1.85,5.779,9.424,94.08,21.2
1.148,1.99,5.391,9.326,94.08,21.15
1.202,2.02,5.589,9.683,94.08,21.1
1.076,1.96,5.126,8.386,91.08,21.1
1.127,2,5.227,8.89,92.08,21.2
1.145,1.83,5.195,8.96,96.08,21.05
1.221,1.98,5.203,8.932,86.08,21.15
1.246,2.43,5.129,8.791,92.08,21.35
1.199,1.9,4.924,8.139,95.08,21.8
1.182,1.77,4.708,8.82,88.08,22.1
1.172,2.06,4.742,8.547,92.08,22.4
1.203,2.18,4.924,8.893,92.08,22.8
1.098,2.11,5.165,9.327,99.08,23.3
1.152,2.42,5.432,8.892,96.08,22.8
1.085,1.88,5.697,9.442,96.08,22.05
1.042,1.98,5.544,7.627,96.08,21.7
1.022,1.62,5.616,9.319,88.08,21.5
1.136,1.89,6.059,9.37,96.08,21.45
1.041,2.22,5.557,9.01,88.08,21.4
1.062,2.21,5.521,6.797,96.08,21.4
1.116,1.86,6.014,9.267,94.08,21.3
1.129,1.94,5.838,6.753,91.08,21.2
1.134,1.94,5.894,8.562,88.08,21.2
1.104,1.97,5.875,9.321,92.08,21.2
1.133,1.64,6.073,9.364,88.08,21.2
1.083,2.01,6.044,9.31,91.08,21.15
1.069,1.66,5.736,8.928,86.08,21.15
1.116,1.86,5.727,9.278,88.08,21.1
1.072,1.74,5.83,6.992,85.08,21
1.082,1.78,5.606,7.099,88.08,21
1.126,2.21,5.558,8.358,88.08,20.9
1.13,2.02,5.65,8.932,94.08,20.85
1.127,1.78,5.55,8.963,89.08,20.75
1.131,2.45,5.326,6.356,86.08,20.65
1.03,1.59,5.237,8.548,91.08,20.6
1.065,1.69,5.266,8.58,78.08,20.65
1.049,1.62,5.102,8.966,89.08,20.65
1.018,1.59,5.223,8.136,92.08,20.65
1.07,1.94,5.746,9.276,86.08,20.7
0.994,1.65,5.473,9.254,89.08,20.75
1.059,1.78,5.823,9.249,92.08,20.8
1.067,1.87,6.012,9.16,88.08,20.85
0.95,1.51,5.562,8.934,91.08,20.9
0.946,1.5,5.64,8.486,95.08,20.9
0.877,1.32,5.405,9.27,92.08,21.15
0.926,1.55,5.738,8.958,92.08,21.7
0.895,1.6,5.636,9.247,94.08,22.55
0.889,1.44,5.502,9.308,89.08,22.5
0.889,1.46,5.619,6.535,86.08,22.15
0.831,1.39,5.378,10.272,89.08,22.45
0.841,1.3,5.041,9.346,95.08,22.45
0.872,1.32,5.123,9.318,94.08,21.8
0.849,1.4,5.204,9.393,98.08,21.7
0.84,1.5,5.023,9.785,98.08,21.8
0.87,1.41,4.854,9.747,92.08,21.5
0.829,1.43,4.609,9.744,92.08,21.45
0.912,1.67,4.304,10.287,88.08,21.6
0.935,1.43,4.258,8.613,102.08,21.85
0.884,1.52,4.106,8.594,91.08,22.05
0.907,1.43,4.526,10.251,94.08,22.2
0.9,1.56,4.299,9.394,78.08,22.35
0.881,1.45,4.428,8.48,96.08,22.55
0.891,1.51,4.84,8.851,99.08,23.1
0.915,1.52,5.008,9.244,99.08,22.7
0.878,1.42,4.905,9.317,94.08,22.4
0.946,1.38,4.965,9.712,84.08,21.9
0.992,1.74,5.115,9.369,68.08,21.95
0.988,1.59,4.94,9.823,82.08,21.7
0.976,1.84,4.696,5.937,86.08,21.4
0.987,1.64,4.914,10.135,88.08,21.1
1.063,2.03,4.813,5.417,71.08,21.1
1.076,1.57,5.08,5.967,74.08,21.15
1.051,1.67,5.024,6.783,75.08,21.1
1.193,2.13,5.372,5.648,64.08,21
1.157,2.08,5.152,5.502,70.08,20.9
1.129,1.92,5.009,5.81,60.08,20.85
1.164,2.25,5.097,6.124,72.08,20.75
1.106,1.9,4.935,6.191,68.08,20.7
1.196,1.8,5.264,6.567,71.08,20.65
1.149,2.38,4.779,9.714,60.08,20.6
1.113,2.17,4.844,6.032,60.08,20.55
1.154,1.82,4.759,6.377,64.08,20.6
1.098,1.85,4.832,5.843,77.08,20.6
1.113,1.6,5.064,5.631,65.08,20.55
1.108,1.88,4.907,6.125,64.08,20.55
1.081,2.08,4.977,5.795,64.08,20.7
1.091,1.61,4.932,6.152,57.08,20.85
0.98,1.81,4.762,6.277,64.08,21.1
0.984,2.06,4.659,5.771,65.08,21.45
0.982,1.96,4.759,5.796,63.08,21.6
0.967,1.59,4.933,6.367,60.08,21.4
0.956,1.72,4.777,6.002,53.08,21.4
0.921,1.51,4.787,6.276,56.08,21.5
0.915,1.67,4.773,6.169,67.08,21.3
0.961,1.8,4.702,5.997,57.08,21.15
0.887,1.51,4.696,6.187,64.08,21
0.906,1.48,4.669,9.737,60.08,20.85
0.933,1.55,4.751,9.265,67.08,20.7
0.872,1.47,5.111,8.502,94.08,20.75
0.846,1.41,4.49,8.961,60.08,21.2
0.823,1.34,4.502,8.65,70.08,20.95
0.857,1.49,4.507,5.961,96.08,21
0.861,1.44,4.62,6.178,65.08,21.1
0.842,1.54,4.426,5.791,71.08,21.2
0.832,1.39,4.511,5.978,88.08,20.95
0.829,1.4,4.376,9.786,88.08,21
0.865,1.5,4.166,9.362,64.08,20.7
0.924,1.41,4.506,9.754,60.08,20.45
0.834,1.64,4.163,8.161,99.08,20.4
0.873,1.38,4.358,12.957,94.08,20.5
0.875,1.38,4.5,10.262,109.08,20.6
0.888,1.74,4.763,9.944,102.08,20.85
0.819,1.56,4.482,12.028,101.08,21.45
0.854,1.44,4.667,9.904,102.08,22.25
0.884,1.47,4.68,9.777,99.08,22
0.889,1.63,4.755,10.269,105.08,21.7
0.868,1.75,4.653,10.337,102.08,21.45
0.866,1.27,5.146,10.292,95.08,21.25
0.885,1.31,5.208,9.181,95.08,21.15
0.938,1.7,5.258,9.822,94.08,21
0.904,1.48,5.453,10.305,85.08,21
0.894,1.51,5.363,9.713,89.08,21
0.903,1.58,5.517,10.791,95.08,20.9
0.933,1.6,5.405,11.827,98.08,20.8
0.886,1.44,5.226,9.757,99.08,20.8
0.979,1.68,5.336,9.401,102.08,20.75
0.985,1.61,5.412,9.422,94.08,20.7
1.051,1.69,5.602,12.129,96.08,20.65
1.004,1.57,5.349,8.983,96.08,20.55
1.045,1.88,5.371,11.853,95.08,20.55
1.043,1.67,5.393,12.029,106.08,20.45
1.064,1.82,5.421,12.365,94.08,20.4
1.022,1.55,5.122,12.186,98.08,20.4
1.05,1.71,5.208,11.356,99.08,20.3
1.089,2.12,5.565,11.459,95.08,20.35
1.043,1.93,5.3,11.485,96.08,20.4
1.009,1.76,5.495,13.69,98.08,20.65
1.039,1.62,5.575,11.482,101.08,21.8
1.151,2.08,5.866,11.408,99.08,22.1
1.075,1.73,6.058,11.621,103.08,22.5
1.1,1.97,6.107,13.038,99.08,22.4
1.1,1.97,6.107,13.038,102.08,22.35
1.112,2.27,6.109,11.518,-99.9,-99.9
1.17,2.05,6.316,13.648,102.08,22.65
0.978,1.68,5.586,13.27,103.08,21.9
1.139,1.91,6.259,12.94,94.08,21.35
1.188,2.3,6.412,12.201,101.08,20.95
1.138,1.88,5.865,12.211,99.08,20.85
1.191,1.94,6.07,12.97,96.08,20.85
1.265,2.09,6.214,12.233,101.08,20.9
1.254,2.11,6.497,12.153,102.08,20.95
1.152,2.25,5.657,13.295,105.08,21.1
1.327,2.08,6.209,11.53,101.08,21.05
1.124,2.05,5.704,12.893,105.08,20.85
1.263,2.09,5.859,12.868,102.08,20.7
1.338,2.38,6.235,11.472,102.08,20.8
1.226,2.24,5.889,12.201,102.08,20.65
1.256,2.33,5.774,12.881,105.08,20.4
1.395,2.62,6.321,12.623,95.08,20.25
1.396,2.35,6.613,11.674,101.08,20.2
1.243,1.99,6.5,12.289,101.08,20.3
1.419,2.14,7.149,12.179,101.08,20.45
1.359,2.36,7.275,11.973,92.08,22.45
1.298,2.59,7.253,12.08,102.08,22.75
1.396,2.44,6.875,12.111,98.08,22.35
1.429,2.64,7.653,12.325,101.08,22
1.345,2.46,7.477,12.688,103.08,21.85
1.308,1.93,7.475,12.068,98.08,21.65
1.526,2.15,7.777,11.486,95.08,21.45
1.387,2,8.298,12.292,101.08,21.3
1.328,2.13,7.951,11.672,101.08,21.05
1.41,2.26,8.415,11.813,101.08,21
1.329,2.26,7.962,12.695,95.08,20.9
1.351,2.4,7.92,12.858,98.08,20.8
1.444,2.62,8.017,12.424,101.08,20.75
1.224,2.25,6.997,12.07,96.08,20.8
1.315,2.1,7.635,12.625,91.08,20.75
1.301,2.08,7.379,12.747,94.08,20.75
1.342,2.79,7.234,13.101,96.08,20.7
1.338,2.07,7.253,13.916,96.08,20.65
1.497,2.32,7.869,12.819,98.08,20.65
1.258,2.03,6.912,12.166,92.08,20.65
1.346,2.2,6.815,12.82,98.08,20.65
1.259,1.89,7.076,12.62,96.08,20.7
